Sido,Gungu,Dong,ComplexName,Trade Type,Building Name,Floor Info,Price (Numeric),Area,Owner,Desc,RegDate,Tag,Direction,PPA
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,104동,1/15,340000000,109.55,NONE,,25.03.04,"['25년이내', '1층', '방세개', '화장실두개']",남서향,10259853.03514377
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,101동,6/15,348000000,107.5,OWNER,"입주일 협의가능,  주인거주로 관리 깨끗",25.03.11,"['25년이내', '방세개', '화장실두개', '중층']",남향,10701517.953488372
경기도,용인시 기흥구,고매동,기흥써니밸리,전세,101동,10/15,250000000,107.5,OWNER,"남향, 초등학교인접,인테리어잘된집",25.03.07,"['25년이내', '융자금없는', '방세개', '화장실두개']",남향,7687872.093023256
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,101동,저/15,340000000,107.5,NDOC1,"기흥IC,롯데아울렛인근아파트매매, 수리된집, 기흥초교도보거리, 세안고매매",25.03.10,"['25년이내', '화장실두개', '방세개', '세대당1대']",남동향,10455506.04651163
경기도,용인시 기흥구,고매동,기흥써니밸리,월세,102동,중/12,"2,000/120",107.5,NDOC1,"아파트수리된집월세,  막힘없는조망권, 상태최상, 롯데아울렛,이케아인근",25.03.06,"['25년이내', '화장실두개', '방세개', '중층']",남향,
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,101동,고/15,370000000,107.5,NDOC1,"기흥초, 기흥롯데아울렛인근아파트매매, 부분수리상태좋음, 주인거주입주협의가",25.03.05,"['25년이내', '방세개', '화장실두개', '고층']",남동향,11378050.69767442
경기도,용인시 기흥구,고매동,기흥써니밸리,전세,101동,4/15,260000000,107.5,OWNER,"즉시입주가능, 남향,초등학교인접",25.02.25,"['25년이내', '방세개', '화장실두개', '세대당1대']",남향,7995386.976744186
경기도,용인시 기흥구,고매동,기흥써니밸리,전세,102동,1/12,240000000,107.5,OWNER,"남향으로 햇살좋음. 초등학교 인접,",25.02.19,"['25년이내', '1층', '방세개', '화장실두개']",남향,7380357.209302326
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,102동,중/12,345000000,107.5,DOC,"전세안고, 쾌적하고 편의시설 굿, 초교. 마트. 교통 굿",25.03.06,"['25년이내', '방세개', '화장실두개', '중층']",남향,10609263.488372095
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,103동,2/12,350000000,107.5,OWNER,"필로티가 있는 2층,올수리, 초등학교 인접",25.02.14,"['25년이내', '올수리', '필로티', '방세개']",동향,10763020.93023256
