Sido,Gungu,Dong,ComplexName,Trade Type,Building Name,Floor Info,Price (Numeric),Area,Owner,Desc,RegDate,Tag,Direction,PPA
경기도,용인시 기흥구,고매동,기흥동아,매매,1동,5/6,500000000,249.06,MOBL,실사확인 숲세권 기흥IC접 막힘X 최고뷰 초대형복층 테라스 단독정원,25.08.09,"['25년이상', '테라스', '마당', '복층']",남향,6636523.327712199
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,104동,2/15,335000000,108.97,OWNER,수납공간 풍부하고 깔끔하게 관리잘 된 올확장 아파트.,25.08.08,"['25년이내', '방세개', '화장실두개', '세대당1대']",남서향,10162778.517023034
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,101동,6/15,340000000,107.5,OWNER,"주인거주 집상태굿, 씽크대 방충망 LED 교체",25.07.24,"['25년이내', '방세개', '화장실두개', '중층']",남향,10455506.04651163
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,103동,2/12,350000000,107.5,OWNER,주인거주로 관리가 잘 된 집,25.07.24,"['25년이내', '필로티', '방세개', '화장실두개']",남동향,10763020.93023256
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,102동,5/12,330000000,107.5,OWNER,"급매, 주인거주로 깔끔한집, 풍부한 수납, 주거만족도 최고",25.07.21,"['25년이내', '급매', '방세개', '화장실두개']",남향,10147991.162790699
경기도,용인시 기흥구,고매동,기흥써니밸리,전세,102동,1/12,240000000,107.5,OWNER,"즉시입주가능한, 층간소음  걱정없는 1층 전세",25.07.21,"['25년이내', '1층', '방세개', '화장실두개']",남향,7380357.209302326
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,103동,4/12,340000000,107.5,OWNER,"씽크대＆ 조명교체, 풍부한수납, 앞뒤뻥뷰, 주인거주 깔끔한집",25.07.21,"['25년이내', '방세개', '화장실두개', '세대당1대']",남동향,10455506.04651163
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,103동,중/12,320000000,107.5,OWNER,"즉시입주가, 기흥호수 ,이케아,코스트코,롯데아울렛",25.07.19,"['25년이내', '방세개', '화장실두개', '중층']",동향,9840476.279069766
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,101동,저/15,340000000,107.5,NDOC1,"기흥IC,롯데아울렛인근아파트매매, 수리된집, 기흥초교도보거리, 세안고매매",25.07.17,"['25년이내', '화장실두개', '방세개', '세대당1대']",남동향,10455506.04651163
경기도,용인시 기흥구,고매동,기흥써니밸리,전세,102동,저/12,240000000,107.5,NONE,,25.08.08,"['25년이내', '융자금없는', '방세개', '화장실두개']",남향,7380357.209302326
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,103동,중/12,310000000,107.5,NONE,"올확장,전망굿,식기 세척기,붙박이장,수납장등",25.08.01,"['25년이내', '방세개', '화장실두개', '중층']",남동향,9532961.395348838
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,102동,중/12,330000000,107.5,NONE,"올확장,전망굿,식기 세척기,붙박이장,수납장등",25.08.01,"['25년이내', '방세개', '화장실두개', '중층']",남향,10147991.162790699
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,102동,중/12,350000000,107.5,NONE,,25.08.01,"['25년이내', '방세개', '화장실두개', '중층']",남향,10763020.93023256
경기도,용인시 기흥구,고매동,동성,매매,101동,3/16,240000000,107,DOCV2,일부수리  정 남향  주인거주 매우깨끗,25.08.08,"['25년이상', '방세개', '화장실두개', '저층']",남향,7414844.859813084
경기도,용인시 기흥구,고매동,동성,매매,101동,15/16,280000000,107,OWNER,"샤시까지 올수리, 즉시입주가능, 협의가능",25.07.27,"['25년이상', '올수리', '방세개', '화장실두개']",남향,8650652.336448599
경기도,용인시 기흥구,고매동,동성,매매,101동,5/16,270000000,107,OWNER,"집상태 굿, 집주인 거주로 관리가 잘된 집",25.07.24,"['25년이상', '방세개', '화장실두개', '저층']",남향,8341700.46728972
경기도,용인시 기흥구,고매동,동성,매매,101동,2/16,245000000,107,OWNER,"월세안고 매매, 투자목적",25.07.24,"['25년이상', '방세개', '화장실두개', '세안고']",남향,7569320.794392524
경기도,용인시 기흥구,고매동,동성,매매,101동,11/16,250000000,107,OWNER,남향.로얄 층. 생활편리,25.07.19,"['25년이상', '방세개', '화장실두개', '고층']",남향,7723796.728971964
경기도,용인시 기흥구,고매동,동성,매매,101동,12/16,265000000,107,NONE,초교 롯데아울렛 이케아 코스트코,25.08.09,"['25년이상', '방세개', '화장실두개', '고층']",남향,8187224.532710281
경기도,용인시 기흥구,고매동,동성,매매,101동,7/16,260000000,107,NONE,,25.08.07,"['25년이상', '방세개', '화장실두개', '중층']",남향,8032748.598130842
경기도,용인시 기흥구,고매동,동성,매매,101동,5/16,250000000,107,NONE,,25.07.15,"['25년이상', '방세개', '화장실두개', '관리비20만원이하']",남향,7723796.728971964
