Sido,Gungu,Dong,ComplexName,Trade Type,Building Name,Floor Info,Price (Numeric),Area,Owner,Desc,RegDate,Tag,Direction,PPA
경기도,화성시,기산동,SK뷰파크2차,매매,211동,16/22,610000000,112.2,OWNER,초중인접동 막힘없이트인뷰 세련된타워형구조 엘베2대 주인거주 관리잘된집,25.03.27,"['10년이내', '대단지', '방세개', '화장실두개']",남서향,17972627.89661319
경기도,화성시,기산동,SK뷰파크2차,매매,211동,2/22,580000000,112.2,OWNER,"입주협의,안방붙박이장,2in1에어컨,탁트인조망,일조량좋음",25.03.24,"['10년이내', '대단지', '방세개', '화장실두개']",남서향,17088728.16399287
경기도,화성시,기산동,SK뷰파크2차,매매,212동,고/18,650000000,112.2,OWNER,"막힘없는뷰, 햇살가득한세대, 컨디션좋음, 대중교통이용편리함, 입주협의",25.03.28,"['10년이내', '대단지', '방세개', '화장실두개']",남서향,19151160.873440284
경기도,화성시,기산동,SK뷰파크2차,매매,211동,저/22,600000000,112.2,OWNER,탁트인뷰 모던하고 세련된구조 초등인접동 입주협의,25.03.27,"['10년이내', '대단지', '방세개', '화장실두개']",남서향,17677994.65240642
경기도,화성시,기산동,SK뷰파크2차,매매,203동,중/21,600000000,112.2,OWNER,전세안고 관리잘된집 세련된 타워형구조 확트인 조망  입주협의가능,25.03.26,"['10년이내', '대단지', '방세개', '화장실두개']",남서향,17677994.65240642
경기도,화성시,기산동,SK뷰파크2차,매매,204동,고/22,650000000,112.2,OWNER,"o추천o채광좋고 시원하게 탁트인뷰, 중문, 탄성",25.03.25,"['10년이내', '대단지', '방세개', '화장실두개']",남서향,19151160.873440284
경기도,화성시,기산동,SK뷰파크2차,전세,203동,고/21,400000000,112.2,OWNER,로얄동로얄층.탁트인타워형구조.통풍굿.초등인접.주인거주로 집상태깨끗.,25.03.21,"['10년이내', '대단지', '방세개', '화장실두개']",남서향,11785329.768270945
경기도,화성시,기산동,SK뷰파크2차,전세,212동,중/18,400000000,112.2,OWNER,"엘베2대로 편한생활, 시원하게 트인뷰, 타워형구조타입, 깨끗하게관리.",25.03.21,"['10년이내', '대단지', '방세개', '화장실두개']",남서향,11785329.768270945
경기도,화성시,기산동,SK뷰파크2차,매매,203동,고/21,600000000,112.2,OWNER,"귀한 타워형,트인 시원한 고층뷰.진안신도시 수혜,주인거주깨끗.초중등 인접",25.03.20,"['10년이내', '대단지', '방세개', '화장실두개']",남서향,17677994.65240642
경기도,화성시,기산동,SK뷰파크2차,매매,204동,고/22,600000000,112.2,OWNER,"세안고 매매, 엘베2,확 트인뷰, 초교 인접, 햇살풍부, 세련된 타워형",25.03.20,"['10년이내', '대단지', '방세개', '화장실두개']",남서향,17677994.65240642
경기도,화성시,기산동,SK뷰파크2차,매매,212동,1/18,620000000,112.2,OWNER,층간소음걱정없고 층고높은1층  동탄이용편리한로얄동 세련된타워형구조,25.03.11,"['10년이내', '대단지', '1층', '방세개']",남서향,18267261.140819963
경기도,화성시,기산동,SK뷰파크2차,매매,203동,저/21,700000000,112.2,OWNER,풍부한채광 초중인접동 모던한 타워형 주인거주 입주협의,25.03.17,"['10년이내', '대단지', '방세개', '화장실두개']",남서향,20624327.094474155
경기도,화성시,기산동,SK뷰파크2차,매매,203동,13/21,600000000,112.2,OWNER,"전세안고,로얄동층,실거주투자추천,초중인접동,병점능동상권,역버스이용",25.03.11,"['10년이내', '대단지', '방세개', '화장실두개']",남서향,17677994.65240642
