Sido,Gungu,Dong,ComplexName,Trade Type,Building Name,Floor Info,Price (Numeric),Area,Owner,Desc,RegDate,Tag,Direction,PPA
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,104동,1/15,340000000,109.55,NONE,,25.03.04,"['25년이내', '1층', '방세개', '화장실두개']",남서향,10259853.03514377
경기도,용인시 기흥구,고매동,기흥써니밸리,전세,101동,4/15,260000000,107.5,OWNER,"즉시입주가능, 남향,초등학교인접",25.02.25,"['25년이내', '방세개', '화장실두개', '세대당1대']",남향,7995386.976744186
경기도,용인시 기흥구,고매동,기흥써니밸리,전세,102동,1/12,240000000,107.5,OWNER,"남향으로 햇살좋음. 초등학교 인접,",25.02.19,"['25년이내', '1층', '방세개', '화장실두개']",남향,7380357.209302326
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,103동,2/12,350000000,107.5,OWNER,"필로티가 있는 2층,올수리, 초등학교 인접",25.02.14,"['25년이내', '올수리', '필로티', '방세개']",동향,10763020.93023256
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,103동,8/12,340000000,107.5,OWNER,"전세안고매매8월만기, 초등학교인접,",25.02.08,"['25년이내', '방세개', '화장실두개', '중층']",동향,10455506.04651163
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,101동,6/15,348000000,107.5,OWNER,"입주일 협의가능,  주인거주로 관리 깨끗",25.02.05,"['25년이내', '방세개', '화장실두개', '중층']",남향,10701517.953488372
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,102동,6/12,345000000,107.5,DOC,,25.02.12,"['25년이내', '방세개', '화장실두개', '중층']",남향,10609263.488372095
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,102동,중/12,350000000,107.5,DOC,"기흥I.C,롯데아울렛인근아파트매매, 막힘없는조망, 상태최상, 입주협의",25.02.17,"['25년이내', '화장실두개', '방세개', '중층']",남향,10763020.93023256
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,101동,저/15,340000000,107.5,NDOC1,"기흥IC,롯데아울렛인근아파트매매, 수리된집, 기흥초교도보거리, 세안고매매",25.02.06,"['25년이내', '화장실두개', '방세개', '세대당1대']",남동향,10455506.04651163
경기도,용인시 기흥구,고매동,기흥써니밸리,월세,102동,중/12,"2,000/120",107.5,NDOC1,"아파트월세, 기숙사환영, 막힘없는조망권, 상태최상, 롯데아울렛,이케아인근",25.02.03,"['25년이내', '화장실두개', '방세개', '중층']",남향,
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,102동,중/12,370000000,107.5,NONE,막힘없이 전망좋고 도로에서 떨어져 소음없는  ,25.03.04,"['25년이내', '방세개', '화장실두개', '중층']",남향,11378050.69767442
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,101동,14/15,370000000,107.5,NONE,부분인테리어됨. 주인거주로 관리 깨끗,25.03.01,"['25년이내', '방세개', '화장실두개', '고층']",남향,11378050.69767442
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,101동,중/15,370000000,107.5,NONE,"올확장,전망굿,식기 세척기,붙박이장,수납장등",25.02.28,"['25년이내', '방세개', '화장실두개', '중층']",남향,11378050.69767442
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,102동,중/12,350000000,107.5,NONE,,25.02.28,"['25년이내', '방세개', '화장실두개', '중층']",남향,10763020.93023256
경기도,용인시 기흥구,고매동,기흥써니밸리,월세,102동,중/12,"2,000/120",107.5,NONE,"수리완료,기숙사환영,올확장,전망굿,식기 세척기,붙박이장,수납장등",25.02.28,"['25년이내', '방세개', '화장실두개', '중층']",남향,
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,101동,저/15,320000000,107.5,NONE,남향 정상입주 초등학교인접 코스트코 이케아 롯데아울렛인접,25.02.27,"['25년이내', '방세개', '화장실두개', '세대당1대']",남향,9840476.279069766
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,102동,저/12,360000000,107.5,NONE,,25.02.21,"['25년이내', '방세개', '화장실두개', '세대당1대']",남향,11070535.813953489
경기도,용인시 기흥구,고매동,기흥써니밸리,전세,101동,4/15,260000000,107.5,NONE,"올확장,전망굿,식기 세척기,붙박이장,수납장등",25.02.21,"['25년이내', '방세개', '화장실두개', '세대당1대']",남향,7995386.976744186
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,103동,12/12,370000000,107.5,NONE,복층 있는 전망 예쁜 집 입니다,25.02.20,"['25년이내', '복층', '탑층', '방세개']",남서향,11378050.69767442
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,102동,저/12,370000000,107.5,NONE,도배 등 상태 양호하고 즉시입주 가능합니다.,25.02.20,"['25년이내', '방세개', '화장실두개', '세대당1대']",남향,11378050.69767442
경기도,용인시 기흥구,고매동,기흥써니밸리,전세,102동,저/12,240000000,107.5,NONE,,25.02.19,"['25년이내', '융자금없는', '방세개', '화장실두개']",남향,7380357.209302326
경기도,용인시 기흥구,고매동,기흥써니밸리,월세,102동,6/12,"2,000/120",107.5,NONE,,25.02.08,"['25년이내', '융자금없는', '방세개', '화장실두개']",남향,
경기도,용인시 기흥구,고매동,동성,매매,101동,10/16,255000000,107,OWNER,"남향, 올수리, 즉시입주가능,초등학교인접",25.02.11,"['25년이상', '올수리', '방세개', '화장실두개']",남향,7878272.663551402
경기도,용인시 기흥구,고매동,동성,매매,101동,3/16,240000000,107,OWNER,"판상형 남향, 주인 거주 중으로 입주일 협의 조정 가능",25.02.10,"['25년이상', '방세개', '화장실두개', '저층']",남향,7414844.859813084
