Sido,Gungu,Dong,ComplexName,Trade Type,Building Name,Floor Info,Price (Numeric),Area,Owner,Desc,RegDate,Tag,Direction,PPA
경기도,오산시,가수동,가수주공,매매,104동,4/5,175000000,52.83,DOC,샤시및  내부올수리됨,25.04.14,"['25년이상', '올수리', '소형평수', '방세개']",남향,10950451.921256863
경기도,오산시,가수동,가수주공,전세,104동,4/5,900000000000,52.83,DOC,샤시및  내부올수리됨,25.04.12,"['25년이상', '융자금없는', '올수리', '화장실한개']",남향,56316609880.74958
경기도,오산시,가수동,가수주공,매매,104동,1/5,165000000,52.83,DOC,외부샷시등 내부도 올수리 잘되어 있어요,25.04.08,"['25년이상', '올수리', '1층', '소형평수']",남향,10324711.811470756
경기도,오산시,가수동,가수주공,월세,104동,5/5,500/40,52.83,NDOC1,가성비 좋은 투룸 오산역 차량 5분거리 즉시입주,25.03.26,"['25년이상', '소형평수', '탑층', '방두개']",남향,
경기도,오산시,가수동,가수주공,매매,112동,1/5,165000000,52.83,OWNER,샷시 교체 주인거주 깨끗 노약자있는집추천  빠른이사가능,25.03.24,"['25년이상', '1층', '소형평수', '방세개']",남향,10324711.811470756
경기도,오산시,가수동,가수주공,월세,115동,4/5,500/40,52.83,NDOC1,관리 굿 저렴한 가격 선점하세요,25.03.24,"['25년이상', '소형평수', '방세개', '화장실한개']",남향,
경기도,오산시,가수동,가수주공,매매,104동,2/5,178000000,52.83,DOC,kcc외부 샷시 내부 인테리어 잘되어 있어요,25.03.26,"['25년이상', '소형평수', '방두개', '화장실한개']",남향,11138173.954192694
경기도,오산시,가수동,가수주공,매매,115동,2/5,168000000,52.83,DOC,재건축투자로 가성비 좋으며 즉시 입주가능,25.03.26,"['25년이상', '소형평수', '방두개', '화장실한개']",남향,10512433.844406588
경기도,오산시,가수동,가수주공,월세,104동,5/5,500/40,52.83,NONE,,25.03.29,"['25년이상', '융자금적은', '소형평수', '탑층']",남향,
경기도,오산시,가수동,가수주공,전세,114동,5/5,800000000000,52.5,OWNER,실사진있어요 LH전세가능한 집 융자없어요 샤시빼고 올수리 층간소음x,25.04.18,"['25년이상', '융자금없는', '올수리', '소형평수']",남향,50373866666.66667
경기도,오산시,가수동,가수주공,매매,113동,1/5,165000000,52.5,NDOC1,공실상태 샷시 베란다 빼고 올수리 보일러교체 컨디션 굿입니다.,25.04.14,"['25년이상', '올수리', '1층', '보일러교체']",남향,10389610.0
경기도,오산시,가수동,가수주공,매매,103동,4/5,170000000,52.5,OWNER,세끼고 수리됨 앞동 로얄 기보증금 8천 갭투가능,25.04.08,"['25년이상', '소형평수', '방세개', '화장실한개']",남향,10704446.666666666
경기도,오산시,가수동,가수주공,매매,103동,5/5,163000000,52.5,DOC,올리모델링샤시.욕실.씽크대.도배장판.현관무.페인팅기타된재건축기대매물,25.04.15,"['25년이상', '화장실한개', '소형평수', '탑층']",남향,10263675.333333334
경기도,오산시,가수동,가수주공,월세,113동,1/5,500/45,52.5,DOC,공실로하시.씽크대및LED전등됨.욕실리모델및신규도배장판완료.저렴입주매물,25.04.08,"['25년이상', '1층', '화장실한개', '소형평수']",남향,
경기도,오산시,가수동,가수주공,매매,103동,5/5,190000000,52.5,NDOC1,2년전 올수리 샤시제외올수리 1억 세끼고 매매 투자물건으로 좋아요,25.03.26,"['25년이상', '올수리', '소형평수', '탑층']",남동향,11963793.333333334
경기도,오산시,가수동,가수주공,매매,103동,1/5,170000000,52.5,NONE,,25.04.20,"['25년이상', '1층', '소형평수', '방세개']",남향,10704446.666666666
경기도,오산시,가수동,가수주공,매매,113동,5/5,155000000,52.5,NONE,,25.04.20,"['25년이상', '소형평수', '탑층', '방세개']",남향,9759936.666666668
경기도,오산시,가수동,가수주공,월세,114동,1/5,500/40,52.5,NONE,,25.04.15,"['25년이상', '융자금없는', '1층', '소형평수']",남향,
경기도,오산시,가수동,가수주공,전세,114동,1/5,600000000000,52.5,NONE,,25.04.15,"['25년이상', '1층', '소형평수', '방세개']",남향,37780400000.0
경기도,오산시,가수동,가수주공,전세,114동,5/5,800000000000,52.5,NONE,,25.04.02,"['25년이상', '소형평수', '탑층', '방세개']",남향,50373866666.66667
경기도,오산시,가수동,가수주공,매매,109동,2/5,170000000,45.51,NDOC1,선호하는2층 샷시교체한집 재건축진행중 안전진단통과됨,25.04.19,"['25년이상', '소형평수', '방한개', '화장실한개']",남서향,12348570.643814547
경기도,오산시,가수동,가수주공,월세,109동,5/5,500/35,45.51,OWNER,,25.04.18,"['25년이상', '소형평수', '탑층', '방한개']",남향,
경기도,오산시,가수동,가수주공,전세,109동,5/5,500000000000,45.51,OWNER,,25.04.18,"['25년이상', '소형평수', '탑층', '방한개']",남향,36319325422.98396
경기도,오산시,가수동,가수주공,매매,109동,5/5,145000000,45.51,OWNER,,25.04.18,"['25년이상', '소형평수', '탑층', '방한개']",남향,10532604.37266535
경기도,오산시,가수동,가수주공,매매,106동,5/5,170000000,45.51,NDOC1,최근에 샤시교체 씽크대교체 재건축호재 안전진단추진중 투자가치좋음,25.04.14,"['25년이상', '소형평수', '탑층', '방한개']",남동향,12348570.643814547
경기도,오산시,가수동,가수주공,월세,106동,4/5,500/45,45.51,DOC,샷시포함 수리된 집 공실,25.04.17,"['25년이상', '소형평수', '방두개', '화장실한개']",남향,
경기도,오산시,가수동,가수주공,월세,110동,3/5,500/35,45.51,DOC,내부 깨끗히수리해농음,25.04.12,"['25년이상', '소형평수', '방한개', '화장실한개']",남향,
경기도,오산시,가수동,가수주공,월세,106동,2/5,500/30,45.51,DOC,공실 이번에 씽크대 도배장판교체 남향선호층 동물안되요,25.04.10,"['25년이상', '소형평수', '방두개', '화장실한개']",남향,
경기도,오산시,가수동,가수주공,매매,109동,2/5,140000000,45.51,DOC,재건축투자로 기회이며 집상태는 기본형,25.04.10,"['25년이상', '소형평수', '방두개', '화장실한개']",남향,10169411.11843551
경기도,오산시,가수동,가수주공,매매,110동,3/5,155000000,45.51,OWNER,샷시교체 씽크대교체 화장실 부분수리 선호층 주인거주 깨끗 이사협의,25.03.29,"['25년이상', '소형평수', '방두개', '화장실한개']",남향,11258990.88112503
경기도,오산시,가수동,가수주공,월세,109동,4/5,500/45,45.51,DOC,외부샷시등 내부도 올수리 잘되어 있어요,25.04.08,"['25년이상', '올수리', '소형평수', '방두개']",남향,
경기도,오산시,가수동,가수주공,매매,116동,고/5,150040000,45.51,DOC,"월세 안고 매매, 세교2지구 바로 옆, 뒷편에 가감이산",25.04.09,"['25년이상', '소형평수', '방두개', '화장실한개']",남향,10898703.172929028
경기도,오산시,가수동,가수주공,월세,106동,4/5,500/35,45.51,DOC,,25.03.27,"['25년이상', '융자금없는', '화장실한개', '소형평수']",남향,
경기도,오산시,가수동,가수주공,월세,106동,2/5,300/45,45.51,DOC,씽크대 교체 도배장판 깨끗 선호층 해 잘들어와요,25.03.25,"['25년이상', '소형평수', '방두개', '화장실한개']",남향,
경기도,오산시,가수동,가수주공,월세,107동,4/5,500/35,45.51,NONE,,25.04.20,"['25년이상', '소형평수', '방두개', '화장실한개']",남향,
경기도,오산시,가수동,가수주공,월세,110동,고/5,500/35,45.51,NONE,,25.04.18,"['25년이상', '소형평수', '방두개', '화장실한개']",남동향,
경기도,오산시,가수동,가수주공,월세,109동,고/5,500/45,45.51,NONE,샷시까지 풀수리 깔끔하고 좋은집 협의입주,25.04.16,"['25년이상', '융자금없는', '소형평수', '방두개']",남향,
경기도,오산시,가수동,가수주공,월세,107동,2/5,500/40,45.51,NONE,즉시입주가능 올수리,25.04.04,"['25년이상', '올수리', '소형평수', '방두개']",남향,
경기도,오산시,가수동,가수주공,매매,110동,2/5,145000000,45.51,NONE,급매.샷시.싱크대 수리완.재건축.투자추천.26.04 월세확정,25.04.01,"['25년이상', '급매', '소형평수', '방두개']",남향,10532604.37266535
경기도,오산시,가수동,가수주공,월세,110동,1/5,500/40,45.51,NONE,,25.03.29,"['25년이상', '융자금없는', '1층', '소형평수']",남향,
경기도,오산시,가수동,가수주공,월세,107동,3/5,500/40,45.51,NONE,,25.03.29,"['25년이상', '소형평수', '방두개', '화장실한개']",남향,
