Sido,Gungu,Dong,ComplexName,Trade Type,Building Name,Floor Info,Price (Numeric),Area,Owner,Desc,RegDate,Tag,Direction,PPA
경기도,오산시,가수동,가수주공,월세,104동,5/5,500/40,52.83,NDOC1,가성비 좋은 투룸 오산역 차량 5분거리 즉시입주,25.02.27,"['25년이상', '소형평수', '탑층', '방두개']",남향,
경기도,오산시,가수동,가수주공,월세,115동,4/5,500/40,52.83,NDOC1,관리 굿 저렴한 가격 선점하세요,25.02.24,"['25년이상', '소형평수', '방세개', '화장실한개']",남향,
경기도,오산시,가수동,가수주공,매매,115동,4/5,170000000,52.83,OWNER,재건축 추진중 상태깨끗 입주도 가능,25.02.24,"['25년이상', '소형평수', '방세개', '화장실한개']",남향,10637581.86636381
경기도,오산시,가수동,가수주공,전세,115동,5/5,700000000000,52.83,DOC,집 상태 깨끗함,25.02.19,"['25년이상', '소형평수', '탑층', '방두개']",남향,43801807685.02745
경기도,오산시,가수동,가수주공,매매,115동,2/5,168000000,52.83,DOC,,25.02.19,"['25년이상', '소형평수', '방두개', '화장실한개']",남향,10512433.844406588
경기도,오산시,가수동,가수주공,매매,115동,5/5,159000000,52.83,DOC,가격 저렴  재건축 투자 하기로 좋은 매물,25.02.13,"['25년이상', '소형평수', '탑층', '방두개']",남향,9949267.745599093
경기도,오산시,가수동,가수주공,월세,115동,5/5,"1,000/30",52.83,DOC,전세금 7000만원도가능함,25.02.06,"['25년이상', '융자금없는', '소형평수', '탑층']",남향,
경기도,오산시,가수동,가수주공,월세,104동,4/5,500/45,52.83,DOC,,25.02.04,"['25년이상', '융자금없는', '소형평수', '방세개']",남향,
경기도,오산시,가수동,가수주공,월세,104동,5/5,500/40,52.83,NONE,,25.02.23,"['25년이상', '융자금적은', '소형평수', '탑층']",남향,
경기도,오산시,가수동,가수주공,매매,104동,1/5,165000000,52.83,NONE,,25.02.08,"['25년이상', '1층', '소형평수', '방세개']",남향,10324711.811470756
경기도,오산시,가수동,가수주공,월세,113동,1/5,500/45,52.5,OWNER,씽크대 교체 이번에 도배장판 새로해줌 노약자있는집 추천,25.02.28,"['25년이상', '1층', '소형평수', '방두개']",남향,
경기도,오산시,가수동,가수주공,매매,103동,5/5,190000000,52.5,NDOC1,2년전 올수리 샤시제외올수리 1억 세끼고 매매 투자물건으로 좋아요,25.02.27,"['25년이상', '올수리', '소형평수', '탑층']",남동향,11963793.333333334
경기도,오산시,가수동,가수주공,월세,113동,5/5,500/35,52.5,OWNER,보증금500에 35만원가능o바로입주가능 집상태 깨끗해요,25.02.24,"['25년이상', '융자금없는', '소형평수', '탑층']",남동향,
경기도,오산시,가수동,가수주공,매매,113동,1/5,165000000,52.5,NDOC1,공실상태 샷시 베란다 빼고 올수리 보일러교체 컨디션 굿입니다.,25.02.18,"['25년이상', '올수리', '1층', '보일러교체']",남향,10389610.0
경기도,오산시,가수동,가수주공,매매,113동,1/5,155000000,52.5,DOC,20263월만기임대투자.남향1층으로밝은집.재건축기대감의급매가투자매수강추,25.02.26,"['25년이상', '1층', '급매', '화장실한개']",남향,9759936.666666668
경기도,오산시,가수동,가수주공,매매,103동,4/5,170000000,52.5,DOCV2,,25.02.19,"['25년이상', '소형평수', '방두개', '화장실한개']",남향,10704446.666666666
경기도,오산시,가수동,가수주공,전세,103동,4/5,100000000,52.5,DOCV2,"샷시,싱크대, 화장실등 특인테리어됨, 입주조율가",25.02.05,"['25년이상', '소형평수', '방세개', '화장실한개']",남향,6296733.333333334
경기도,오산시,가수동,가수주공,월세,113동,3/5,500/45,52.5,DOC,,25.02.06,"['25년이상', '융자금없는', '소형평수', '방세개']",남향,
경기도,오산시,가수동,가수주공,월세,114동,1/5,"2,000/30",52.5,NONE,,25.03.04,"['25년이상', '융자금없는', '1층', '소형평수']",남향,
경기도,오산시,가수동,가수주공,월세,113동,1/5,500/45,52.5,NONE,,25.02.23,"['25년이상', '1층', '소형평수', '방세개']",남향,
경기도,오산시,가수동,가수주공,매매,103동,1/5,170000000,52.5,NONE,,25.02.13,"['25년이상', '1층', '소형평수', '방세개']",남향,10704446.666666666
