Sido,Gungu,Dong,ComplexName,Trade Type,Building Name,Floor Info,Price (Numeric),Area,Owner,Desc,RegDate,Tag,Direction,PPA
경기도,용인시 기흥구,고매동,기흥동아,매매,1동,고/6,500000000,249.06,DOC,"기흥IC앞고급대형빌라매매, 숲세권의조용한주택단지, 복층빌라로대가족환영",25.06.24,"['25년이상', '복층', '대형평수', '방네개이상']",남향,6636523.327712199
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,104동,1/15,340000000,109.55,NONE,,25.06.04,"['25년이내', '1층', '방세개', '화장실두개']",남서향,10259853.03514377
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,104동,저/15,310000000,108.97,NONE," 올확장,식기 세척기,붙박이장,수납장등",25.06.30,"['25년이내', '방세개', '화장실두개', '세대당1대']",남향,9404362.20978251
경기도,용인시 기흥구,고매동,기흥써니밸리,전세,102동,1/12,240000000,107.5,OWNER,"즉시입주가능한, 층간소음  걱정없는 1층 전세",25.06.30,"['25년이내', '1층', '방세개', '화장실두개']",남향,7380357.209302326
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,103동,8/12,330000000,107.5,OWNER,"급매, 전망좋은 층, 풍부한수납, 앞뒤뻥뷰, 주인거주 깔끔한집",25.06.30,"['25년이내', '급매', '방세개', '화장실두개']",남동향,10147991.162790699
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,103동,2/12,350000000,107.5,OWNER,주인거주로 관리가 잘 된 집,25.06.23,"['25년이내', '필로티', '방세개', '화장실두개']",남동향,10763020.93023256
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,101동,6/15,340000000,107.5,OWNER,"주인거주 집상태굿, 씽크대 방충망 LED 교체",25.06.23,"['25년이내', '방세개', '화장실두개', '중층']",남향,10455506.04651163
경기도,용인시 기흥구,고매동,기흥써니밸리,전세,103동,8/12,250000000,107.5,OWNER,"전망좋은 층, 풍부한수납, 앞뒤뻥뷰, 주인거주 깔끔한집",25.06.23,"['25년이내', '방세개', '화장실두개', '중층']",남동향,7687872.093023256
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,103동,4/12,340000000,107.5,OWNER,"씽크대＆ 조명교체, 풍부한수납, 앞뒤뻥뷰, 주인거주 깔끔한집",25.06.19,"['25년이내', '방세개', '화장실두개', '세대당1대']",남동향,10455506.04651163
경기도,용인시 기흥구,고매동,기흥써니밸리,매매,103동,6/12,320000000,107.5,OWNER,"급매, 전망좋은 층, 풍부한수납, 앞뒤뻥뷰, 주인거주 정말 깔끔한집",25.06.19,"['25년이내', '급매', '방세개', '화장실두개']",남동향,9840476.279069766
